;Tectonic_setting;Location_notes;Pluton;Colour;Symbol;Size_rel;Size;SubGroup;Group;DebonPQ;TASMiddlemostPlut;Villaseca;QANOR;LaRoche;Geol_unit_notes;Rock_type_notes;Ref;Age;Latitude;Longitude;SiO2;TiO2;Al2O3;FeOt;MnO;MgO;CaO;K2O;Na2O;P2O5;H2O;H2Ot;H2O.MINUS;LOI;Li;Be;B;Sc;V;Cr;Ni;Cu;Zn;Rb;Sr;Y;Zr;Nb;Cs;Ba;La;Ce;Pr;Nd;Sm;Eu;Gd;Tb;Dy;Ho;Er;Tm;Yb;Lu;Hf;Ta;Pb;Th;U;Co;Mo;W;Ga;Ge;As;In;Sn;Sb;Cd;Q;C;Or;Ab;An;Ne;Ns;Ks;Di;Wo;Hy;Ol;Il;Tn;Pf;Ru;Ap;Sum_CIPW;Orthoclase;Albite;Anorthite;Quartz;Apatite;Ilmenite;Biotite;Amphibole;Corundum;Rest;sum_meso;P;K;Ti;Cr2O3;A/NK;A/CNK;K2O/Na2O
LKV12;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;dq;quartz monzonite;metaluminous;6* quartz alkali feldspar syenite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.74508;30.92321;63.95;0.59;15.53;4.2830956;0.09;2.47;4.35;2.03;5.56;0.19;;;;;;;;;;;;;;81;511;;;;;369;18.4;43;;16;5.8;1.22;;0.55;;;;;1.1;0.17;;;;;;;;;;;;;;;;13.305198;0;11.99671877;47.04717003;11.42172756;0;0;0;5.616743985;0;3.549273455;0;0.192529991;1.199639172;0;0;0.4500391;94.77904006;17.80275748;47.0932;2.3928968;9.2054328;0.4484;0.5605;-8.508510822;25.97177056;0;-0.188354611;94.7780922;829.274;16851.639;3537.05;;1.368998064;0.806611941;0.365107914
LKV13;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;dq;quartz monzonite;metaluminous;10b* quartz diorite/quartz gabbro;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.72658;30.75523;63.7;0.42;17.5;2.789411;0.01;2.08;3.74;0.79;6.43;0.14;;;;;;;;;;;;;;5;760;;;;;196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.79657116;0;4.668673806;54.4088675;16.55422902;0;0;0;0;0;5.181547929;0;0.021392221;0.765364689;0;0.097012769;0.331607758;94.82526684;1.177946874;54.4621;15.3177914;14.8697744;0.3304;0.399;5.201451036;3.36003773;0;-0.306154589;94.81234685;611.044;6558.027;2517.9;;1.530649159;0.959785242;0.122861586
LKV14;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5b tonalite;granodiorite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.82671;30.78179;67.01;0.4;15.69;3.2303179;0.1;2.1;3.74;0.98;5.24;0.13;;;;;;;;;;;;;;46;706;;;;;212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.29180812;0;5.791519405;44.33941924;16.39594793;0;0;0;0.24010116;0;5.120064216;0;0.213922213;0.705570963;0;0;0.30792149;95.40627473;2.425224312;44.3828;14.9701408;24.2157168;0.3068;0.38;5.035950296;3.986501002;0;-0.31037001;95.3927632;567.398;8135.274;2398;;1.620689314;0.951990678;0.187022901
LKV15A;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5b tonalite;granodiorite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.71036;30.79317;69.59;0.32;15.66;2.519468;0.06;1.46;3.46;0.67;5.79;0.14;;;;;;;;;;;;;;39;639;;;;;261;11.9;23;;9;2.4;0.79;;0.26;;;;;0.5;0.06;;;;;;;;;;;;;;;;24.4808788;0;3.959508165;48.99336591;14.76086204;0;0;0;0.475494198;0;3.416618082;0;0.128353328;0.619733989;0;0;0.331607758;97.16642227;2.415862711;49.0413;13.1348762;25.2879952;0.3304;0.304;2.316868806;4.525551961;0;-0.203708828;97.15314605;611.044;5561.871;1918.4;;1.527759147;0.946716098;0.115716753
LKV15B;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;dq;granite;metaluminous;7* quartz syenite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.71036;30.79317;67.85;0.36;15.95;0.6928537;0.01;0.97;3.78;0.98;6.61;0.15;;;;;;;;;;;;;;46;731;;;;;178;8.4;19;;9;2.2;0.7;;0.29;;;;;0.6;0.08;;;;;;;;;;;;;;;;18.00819982;0;5.791519405;55.93197732;10.95574997;0;0;0;4.3611152;0;0.394665643;0;0.021392221;0.856122738;0;0;0.355294026;96.67603634;12.51791071;55.9867;3.9839558;13.4725368;0.354;0.342;-9.678368101;19.69031523;0;0.00485151;96.67390195;654.69;8135.274;2158.2;;1.336423621;0.848054402;0.148260212
LKV16;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5b tonalite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.69731;30.79045;63.45;0.53;16.19;4.229107;0.06;2.92;4.77;0.91;4.87;0.23;;;;;;;;;;;;;;41;734;;;;;497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.26836404;0;5.377839448;41.20858238;19.62784413;0;0;0;0.718873612;0;6.940840122;0;0.128353328;1.135261441;0;0;0.544784174;93.95074267;1.723444283;41.2489;16.9897946;20.3609616;0.5428;0.5035;5.472017703;7.503065016;0;-0.409263553;93.93521965;1003.858;7554.183;3177.35;;1.799566416;0.916264073;0.186858316
LKV17;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5a tonalite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.66756;30.80074;66.36;0.47;15.3;3.2573122;0.01;2.15;4.18;0.71;5.23;0.13;;;;;;;;;;;;;;31;616;;;;;389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.23516857;0;4.195896712;44.25480202;16.17414402;0;0;0;1.647350997;0;4.592246641;0;0.021392221;1.126160928;0;0;0.30792149;94.55508359;3.992239737;44.2981;12.3407306;22.1548176;0.3068;0.4465;0.374608703;10.8876799;0;-0.253862888;94.54761365;567.398;5893.923;2817.65;;1.632460648;0.901454809;0.135755258
LKV18;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5b tonalite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.64491;30.81986;63.59;0.47;16.49;3.8511868;0.06;2.44;4.14;1.23;5.17;0.2;;;;;;;;;;;;;;29;631;;;;;386;17.5;32;;14;3.3;1.14;;0.37;;;;;0.7;0.1;;;;;;;;;;;;;;;;17.10519604;0;7.268947825;43.74709875;18.15464958;0;0;0;0;0;6.078354302;0;0.128353328;0.759772203;0;0.092996199;0.473725369;93.8090936;2.818653149;43.7899;16.9675838;19.7381248;0.472;0.4465;6.638931154;3.289920942;0;-0.369324895;93.79228895;872.92;10210.599;2817.65;;1.676405695;0.949665872;0.237911025
LKV2;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;8* quartz monzonite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.72582;31.04166;63.63;0.58;15.03;4.7509968;0.06;3.12;5.04;1.71;4.72;0.21;;;;;;;;;;;;;;74;576;;;;;479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.69182273;0;10.10561039;39.9393242;14.7731459;0;0;0;5.506472576;0;5.219626892;0;0.128353328;1.258006073;0;0;0.497411637;94.11977372;14.3696469;39.9784;5.8235136;13.6204056;0.4956;0.551;-6.230560648;25.79555478;0;-0.285605837;94.1179544;916.566;14195.223;3477.1;;1.563051676;0.800332505;0.362288136
LKV20;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;4 granodiorite;granodiorite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.81832;30.80337;68.51;0.45;15.2;3.2843065;0.09;2.18;4.01;1.7;4.89;0.17;;;;;;;;;;;;;;47;551;;;;;219;15.4;31;;11;2.8;0.88;;0.32;;;;;0.8;0.1;;;;;;;;;;;;;;;;23.12875678;0;10.04651325;41.37781681;14.50344952;0;0;0;2.386327316;0;4.324405267;0;0.192529991;0.855954204;0;0;0.402666563;97.2184197;10.42007284;41.4183;10.126263;22.610828;0.4012;0.4275;-0.512931438;12.57020442;0;-0.25270608;97.20873075;741.982;14112.21;2697.75;;1.537738479;0.884968309;0.347648262
LKV21;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;9* quartz monzodiorite/quartz monzogabbro;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.84579;30.80928;64.4;0.49;16.27;4.0221507;0.06;2.5;4.67;1.5;5.18;0.2;;;;;;;;;;;;;;51;694;;;;;423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.47798907;0;8.864570519;43.83171596;16.71201051;0;0;0;2.863352888;0;4.900426587;0;0.128353328;1.037065736;0;0;0.473725369;95.28920997;9.681250935;43.8746;11.456414;15.681344;0.472;0.4655;-1.148671911;15.07745626;0;-0.279399785;95.2804935;872.92;12451.95;2937.55;;1.603708947;0.873023802;0.28957529
LKV23;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5a tonalite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.85415;30.83641;66.24;0.42;15.9;3.1673312;0.01;1.75;3.72;0.77;5.73;0.14;;;;;;;;;;;;;;23;614;;;;;216;12.9;25;;10;2.4;0.87;;0.3;;;;;0.6;0.1;;;;;;;;;;;;;;;;20.24999775;0;4.550479533;48.48566264;15.38969615;0;0;0;0.566280903;0;4.096958463;0;0.021392221;1.003416296;0;0;0.331607758;94.69549172;3.224130114;48.5331;13.1060742;20.9190032;0.3304;0.399;2.011576988;6.391758869;0;-0.230567821;94.68447555;611.044;6392.001;2517.9;;1.549730856;0.933993704;0.134380454
LKV24;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;dq;quartz monzonite;metaluminous;unclassified;quartz monzonite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.84349;30.86218;64.2;0.42;14.98;3.4732666;0.14;2.26;2.86;1.23;6.86;0.2;;;;;;;;;;;;;;35;529;;;;;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.05320114;0;7.268947825;58.04740763;6.448427829;0;0;0;4.29664406;0;3.638109393;0;0.299491098;0.64411438;0;0;0.473725369;93.17006872;10.31603695;58.1042;-0.1448292;9.7733768;0.472;0.399;-4.531084351;18.99057182;0;-0.216141318;93.1631307;872.92;10210.599;2517.9;;1.187313126;0.840776373;0.179300292
LKV25;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5a tonalite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.80057;30.95502;61.75;0.64;15.34;4.9129626;0.12;3.61;4.37;1.81;4.1;0.28;;;;;;;;;;;;;;67;536;;;;;795;14;33;;15;3.3;1.07;;0.43;;;;;1;0.15;;;;;;;;;;;;;;;;17.40132639;0;10.69658176;34.69305704;18.10670013;0;0;0;0;0;8.992975012;0;0.256706655;1.22936817;0;0.004115957;0.663215516;92.04404663;4.240368497;34.727;16.2910676;21.2180696;0.6608;0.608;9.645423347;5.176585759;0;-0.543721903;92.0235929;1222.088;15025.353;3836.8;;1.762389045;0.921334147;0.441463415
LKV27;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;dq;quartz monzonite;metaluminous;unclassified;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.79694;30.88721;64.99;0.16;15.74;3.6622267;0.06;2.02;4.33;1.19;6.53;0.15;;;;;;;;;;;;;;42;579;;;;;173;12.8;27;;11;2.9;0.95;;0.35;;;;;0.8;0.11;;;;;;;;;;;;;;;;12.83480007;0;7.032559278;55.25503962;10.12160072;0;0;0;7.829280326;0;1.402576106;0;0.128353328;0.226951168;0;0;0.355294026;95.18645464;16.13144116;55.3091;-0.4076426;6.7869504;0.354;0.152;-13.6245498;30.55581416;0;-0.06603498;95.19107835;654.69;9878.547;959.2;;1.308336412;0.79081609;0.182235835
LKV28;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granite;metaluminous;3b granite;granite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.69604;30.69592;72.07;0.12;15.16;0.8458214;0.02;0.6;1.39;2.26;6.34;0.07;;;;;;;;;;;;;;47;436;;;;;286;14.7;28.3;;9.4;1.75;0.49;;0.17;;;;;0.33;0.04;;;;;;;;;;;;;;;;22.92014074;0;13.35595291;53.64731259;6.231578612;0;0;0;0;0;1.494677287;0;0.042784443;0.146003088;0;0.038025167;0.165803879;98.04227872;12.24825673;53.6998;5.8891596;23.5527616;0.1652;0.114;1.65400127;0.799710991;0;-0.092334287;98.0305559;305.522;18760.938;719.4;;1.177366437;0.984189494;0.356466877
LKV28A;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granite;metaluminous;3b granite;granite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.71277;30.66222;68.98;0.26;14.79;1.529677;0.03;0.83;1.72;1.48;6.77;0.09;;;;;;;;;;;;;;52;421;;;;;246;10.4;18.9;;6.1;1.49;0.51;;0.17;;;;;0.37;0.06;;;;;;;;;;;;;;;;19.78296751;0;8.746376245;57.28585271;5.595596045;0;0;0;1.215551918;0;1.504130374;0;0.064176664;0.555356257;0;0;0.213176416;94.96318414;9.880863159;57.3419;3.0892118;18.9010728;0.2124;0.247;-1.629494023;6.992784998;0;-0.080842785;94.95489595;392.814;12285.924;1558.7;;1.160976518;0.932144723;0.218611521
LKV29;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granite;metaluminous;4 granodiorite;granodiorite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.63158;30.93543;68.74;0.39;15.18;0.3419278;0.08;1.87;3.87;1.42;5.1;0.14;;;;;;;;;;;;;;40;533;;;;;247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.8155639;0;8.391793424;43.15477826;14.33322909;0;0;0;2.262909081;0;3.60936966;0;0.17113777;0.736299255;0;0;0.331607758;96.80668821;9.095871985;43.197;10.2743892;23.1158432;0.3304;0.3705;-1.00946768;11.63331823;0;-0.209775634;96.7980793;611.044;11787.846;2338.05;;1.529158332;0.894857872;0.278431373
LKV3;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;dq;granodiorite;metaluminous;8* quartz monzonite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.74841;31.02475;64.12;0.49;15.98;3.6802229;0.09;2.36;4.48;1.26;5.79;0.18;;;;;;;;;;;;;;50;628;;;;;424;19.5;44;;16;4.3;1.38;;0.52;;;;;0.9;0.1;;;;;;;;;;;;;;;;14.5616137;0;7.446239236;48.99336591;13.89141396;0;0;0;4.518415581;0;3.784413254;0;0.192529991;0.954149909;0;0;0.426352832;94.76849437;11.23264445;49.0413;6.6062866;11.8132936;0.4248;0.4655;-5.563125075;20.95472056;0;-0.210857493;94.76456265;785.628;10459.638;2937.55;;1.46754279;0.839522507;0.21761658
LKV30;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;4 granodiorite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.60189;30.9047;65.53;0.47;15.15;2.6184471;0.08;2.26;4.14;1.28;5.29;0.16;;;;;;;;;;;;;;59;601;;;;;241;11.1;23.2;;9;2.3;0.72;;0.27;;;;;0.6;0.1;;;;;;;;;;;;;;;;19.30587005;0;7.564433509;44.7625053;13.81200042;0;0;0;3.392657753;0;4.057180095;0;0.17113777;0.932690665;0;0;0.378980295;94.37745586;9.631560369;44.8063;8.0165598;17.6905608;0.3776;0.4465;-3.013005581;16.64517298;0;-0.22967542;94.37157295;698.336;10625.664;2817.65;;1.501776238;0.860036329;0.241965974
LKV30A;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;l-P;5a tonalite;granodiorite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.60189;30.9047;64.76;0.46;15.3;3.3113008;0.01;2.22;3.07;1.6;4.73;0.16;;;;;;;;;;;;;;65;297;;;;;223;11.5;25.8;;10.3;2.55;0.76;;0.3;;;;;0.67;0.1;;;;;;;;;;;;;;;;21.69379653;0.587948286;9.455541887;40.02394141;14.1856016;0;0;0;0;0;5.530305963;0;0.021392221;0;0;0.448938075;0.378980295;92.32644626;4.07053;40.0631;14.179648;24.985568;0.3776;0.437;7.99021;0;0.564484;-0.35814;92.31;698.336;13282.08;2757.7;;1.608293876;1.013569965;0.338266385
LKV4;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;4 granodiorite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.75466;30.98834;66.94;0.44;15.25;3.4732666;0.01;2.22;3.61;1.74;5.06;0.18;;;;;;;;;;;;;;73;573;;;;;466;12.6;28;;13;3.3;1.03;;0.4;;;;;0.7;0.12;;;;;;;;;;;;;;;;20.96057571;0;10.2829018;42.81630941;13.75864389;0;0;0;1.153423134;0;4.995601135;0;0.021392221;1.052514149;0;0;0.426352832;95.46771429;8.939298717;42.8582;10.6818804;21.6290784;0.4248;0.418;2.047364748;8.741201305;0;-0.283719471;95.4561041;785.628;14444.262;2637.8;;1.493983598;0.909284609;0.343873518
LKV5;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;8* quartz monzonite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.76587;30.92864;65.07;0.48;15.47;3.6262343;0.01;2.14;4.23;1.37;5.52;0.15;;;;;;;;;;;;;;64;609;;;;;390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.32372093;0;8.09630774;46.70870118;13.38691064;0;0;0;3.881140269;0;3.531793519;0;0.021392221;1.150709854;0;0;0.355294026;94.45597039;11.77422512;46.7544;6.6494192;14.7170632;0.354;0.456;-5.319855919;19.25023929;0;-0.182024091;94.4534668;654.69;11372.781;2877.6;;1.464428928;0.847440612;0.248188406
LKV6;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;4 granodiorite;granodiorite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.66922;30.98082;68.37;0.36;15.12;2.8344015;0.01;1.81;3.04;1.9;5.35;0.13;;;;;;;;;;;;;;51;467;;;;;148;13.7;30;;13;2.9;0.88;;0.37;;;;;0.8;0.13;;;;;;;;;;;;;;;;21.70284599;0;11.22845599;45.27020857;11.62961039;0;0;0;1.080635406;0;4.007981316;0;0.021392221;0.856122738;0;0;0.30792149;96.10517411;10.38385019;45.3145;8.917385;22.07858;0.3068;0.342;1.300047956;7.678365915;0;-0.226167811;96.09536125;567.398;15772.47;2158.2;;1.392537543;0.922778258;0.355140187
LKV9;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granite;metaluminous;3b granite;granodiorite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.69057;30.93252;72.71;0.22;14.41;1.529677;0.01;0.78;2.18;1.7;6.04;0.1;;;;;;;;;;;;;;55;534;;;;;259;15.8;29;;9;2.1;0.59;;0.19;;;;;0.3;0.05;;;;;;;;;;;;;;;;26.16988787;0;10.04651325;51.10879622;7.185759007;0;0;0;1.750739414;0;1.131471282;0;0.021392221;0.51243777;0;0;0.236862684;98.16385973;12.16365144;51.1588;4.076384;24.679864;0.236;0.209;-3.060545064;8.748250707;0;-0.055269078;98.156136;436.46;14112.21;1318.9;;1.223623468;0.915487686;0.281456954
NW2;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;l-P;5b tonalite;granodiorite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.85571;30.83657;66.55;0.44;15.92;3.1043445;0.08;1.93;3.89;0.98;4.68;0.16;;;;;;;;;;;;;;34;613;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.82290465;0.47036865;5.791519405;39.60085535;18.25380121;0;0;0;0;0;4.807878607;0;0.17113777;0;0;0.350084701;0.378980295;94.64753064;0.99462;39.6396;18.246848;27.686368;0.3776;0.418;7.14224;0;0.444184;-0.31946;94.63;698.336;8135.274;2637.8;;1.817389819;1.005511457;0.209401709
SKV1;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5a tonalite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.73017;30.9843;64.83;0.45;15.96;3.5182571;0.09;2.2;4.3;1.8;4.6;0.18;;;;;;;;;;;;;;68;615;;;;;494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.76078952;0;10.63748462;38.92391765;17.58357314;0;0;0;1.057862624;0;4.990078577;0;0.192529991;0.855954204;0;0;0.426352832;94.42854316;8.687580683;38.962;14.923604;20.750704;0.4248;0.4275;2.933125661;7.603897805;0;-0.297931149;94.415281;785.628;14942.34;2697.75;;1.677208009;0.920722544;0.391304348
SKV12;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5b tonalite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.57966;30.84075;62.96;0.56;15.29;4.1481241;0.12;3.24;4.03;0.65;4.7;0.18;;;;;;;;;;;;;;39;615;;;;;157;13.6;30;;12;3.2;0.98;;0.38;;;;;0.9;0.13;;;;;;;;;;;;;;;;20.20715859;0;3.841313891;39.77008977;18.70312645;0;0;0;0;0;8.071257351;0;0.256706655;0.080745139;0;0.392177298;0.426352832;91.74892797;0;39.809;12.62553688;22.96800033;0.4248;0.532;7.976422078;9.064053379;1.070492878;-0.434991875;94.03531367;785.628;5395.845;3357.2;;1.812575565;0.969993905;0.138297872
SKV13;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;go;quartz monzonite;metaluminous;unclassified;monzonite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.7656;31.05044;62.5;0.51;16.09;3.9861583;0.05;2.61;4.36;1.9;6.24;0.13;;;;;;;;;;;;;;78;503;;;;;405;14.9;34;;14;3.2;1.09;;0.41;;;;;1;0.16;;;;;;;;;;;;;;;;8.33944928;0;11.22845599;52.80114046;10.28133074;0;0;0;6.942959999;0;3.283223198;0;0.106961106;1.113802197;0;0;0.30792149;94.40524447;18.92974931;52.8528;-0.350628;3.072232;0.3068;0.4845;-11.30886002;30.58622945;0;-0.161519739;94.411303;567.398;15772.47;3057.45;;1.305793915;0.794587619;0.304487179
SKV14;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;dq;granodiorite;metaluminous;8* quartz monzonite;diorite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.7661;31.05194;62.57;0.54;15.44;4.5350424;0.05;3.15;4.79;1.65;4.91;0.22;;;;;;;;;;;;;;58;506;;;;;390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.89773815;0;9.75102757;41.54705123;15.21621451;0;0;0;4.223245527;0;5.889240187;0;0.106961106;1.187448976;0;0;0.521097905;93.34002517;11.65877902;41.5877;8.009361;13.380336;0.5192;0.513;-2.751847908;20.74888033;0;-0.330973189;93.33443525;960.212;13697.145;3237.3;;1.565379141;0.831325159;0.33604888
